top	left	bottom	right	slug	name	iso	icao	iata
49.101	-122.632	49.098	-122.625	55965859	Langley Municipal Airport	CA		
45.983	-81.504	45.973	-81.485	55965864	Killarney Municipal Airport	CA		
49.079	-122.946	49.074	-122.935	55965860	Delta Heritage Air Park	CA		
44.484	-79.549	44.482	-79.543	55965861	Lake Simcoe Regional Airport	CA		
51.27	-113.935	51.263	-113.933	55965862	Airdrie Airport	CA		
53.432	-113.126	53.423	-113.104	55965858	Cooking Lake Airport	CA		
45.593	-73.242	45.587	-73.233	55965856	Aeroport de St-Mathieu-de-Beloeil	CA		
53.731	-113.1	53.725	-113.075	55965857	Strathcona Airport	CA		
13.202	77.705	13.197	77.711	55965437	Bengaluru International Airport	IN		BLR
17.248	78.42	17.24	78.429	55965436	Hyderabad International Airport	IN		HYD
46.093	-64.799	46.09	-64.793	55999860	Canadian Forces Base	CA		
52.137	5.266	52.124	5.292	23195459	Vliegbasis Soesterberg	NL		UTC
51.988	4.418	51.926	4.476	23182361	Rotterdam Airport B. V.	NL		QRH
43.674	7.173	43.646	7.222	22143543	Aéroport de Nice-Cote d'Azur	FR		
48.734	2.357	48.72	2.376	22144181	Aéroport de Paris Orly	FR		ORY
51.624	8.596	51.605	8.637	22179500	Paderborn-Lippstadt Airport	DE		PAD
52.322	10.54	52.315	10.568	22176819	Braunschweig Airport	DE		BWE
52.493	13.371	52.472	13.403	22164089	Tempelhof Central Airport	DE		THF
52.57	13.251	52.524	13.327	22164086	Flughafen Berlin-Tegel	DE		TXL
49.987	11.633	49.982	11.645	22171419	Flughafen Bindlacher Berg	DE		BYU
51.414	9.367	51.401	9.388	22180427	Kassel Calden Airport	DE		KSF
48.97	2.415	48.942	2.448	22137770	Aéroport de Paris-Le Bourget	FR		
53.584	6.705	53.575	6.721	22176048	Borkum Airport	DE		BMK
53.393	7.219	53.388	7.236	22192358	Emden Airport	DE		
54.777	9.37	54.768	9.392	22197097	Flensburg-Schaferhaus Airfield	DE		
53.084	8.739	53.026	8.828	22177393	Bremen Airport	DE		BRE
49.104	2.032	49.088	2.046	22135124	Aerodrome de Pontoise-Cormeilles	FR		POX
49.028	2.493	48.988	2.604	22140453	Aéroport Roissy-Charles de Gaulle	FR		CDG
50.916	4.475	50.89	4.497	22103751	Luchthaven Brüssel Nationaal	BE		BRU
50.98	10.955	50.971	10.97	22193194	Erfurt Airport	DE		ERF
41.002	29.019	40.984	29.038	23416958	Istanbul Sabiha Gokcen Airport	TR		SAW
31.153	121.794	31.131	121.815	23428057	Pudong International Airport	CN	KPVG	PVG
41.627	-74.704	41.617	-74.697	23418438	Monticello Airport	US		
35.354	-89.875	35.345	-89.864	23418442	Millinton Municipal Airport	US		
37.838	-121.634	37.825	-121.623	23418425	Byron Airport	US		
28.781	-81.249	28.763	-81.233	23418431	Orlando Sanford International Airport	US	KSFB	SFB
33.64	-116.167	33.632	-116.158	23418428	Desert Resorts Regional Airport	US		
30.475	-88.533	30.454	-88.525	23418435	Trent Lott International Airport	US		
35.985	-113.822	35.976	-113.811	23418424	Grand Canyon West Airport	US		
41.487	-75.776	41.478	-75.764	23418440	Scranton Airport	US		
38.657	-122.903	38.649	-122.895	23418427	Healdsburg Municipal Airport	US		
34.35	-119.067	34.344	-119.056	23418430	Santa Paula Airport	US		
42.361	-72.135	42.352	-72.123	23418433	Tanner-hiller Airport	US		
30.224	-97.68	30.194	-97.651	23418445	Austin-Bergstrom International Airport	US	KAUS	AUS
32.048	-86.042	32.039	-86.031	23418420	Pine Level South Bound Airport	US		
32.024	-86.036	32.015	-86.025	23418421	Pine Level North Bound Airport	US		
32.524	-84.951	32.51	-84.927	23418432	Columbus Metro Airport	US	KCSG	CSG
41.372	-96.024	41.365	-96.022	23418436	North Omaha Airport	US		
-38.834	175.251	-38.843	175.263	28677841	Taumarunui Aerodrome	NZ		
-38.017	177.303	-38.026	177.314	28677838	Opotiki Aerodrome	NZ		
-45.457	167.698	-45.467	167.71	28677842	Te Anau Aerodrome	NZ		
-39.641	176.758	-39.65	176.77	28677825	Bridge Pa Aerodrome	NZ		
-39.474	175.544	-39.484	175.556	28677831	Karioi Aerodrome	NZ		
-40.966	175.624	-40.975	175.636	28677828	Hood Aerodrome	NZ		
-43.59	171.527	-43.599	171.539	28677835	Mount Hutt Methven Airfield	NZ		
-39.551	174.268	-39.56	174.28	28677826	Hawera Aerodrome	NZ		
-45.856	170.355	-45.865	170.368	28677839	Taieri Aerodrome	NZ		
-41.536	173.917	-41.545	173.929	28677837	Omaka Aerodrome	NZ		
-40.252	175.596	-40.261	175.608	28677840	Taonui Aerodrome	NZ		
-44.732	168.121	-44.741	168.133	28677827	Hollyford Airstrip	NZ		
-36.402	174.574	-36.411	174.585	28677830	Kaipara Flats Airfield	NZ		
-37.469	175.612	-37.478	175.624	28677843	Te Aroha Aerodrome	NZ		
-36.823	175.672	-36.832	175.683	28677846	Whitianga Airfield	NZ		
-35.449	173.809	-35.458	173.821	28677829	Kaikohe Aerodrome	NZ		
-37.729	175.734	-37.742	175.75	28677833	Matamata Aerodrome	NZ		
-44.502	169.922	-44.511	169.935	28677845	Wardell Airstrip	NZ		
-42.501	171.495	-42.51	171.507	28677834	Mawhera Airstrip	NZ		
-41.757	172.745	-41.766	172.757	28677832	Lake Station Aerodrome	NZ		
-42.581	171.302	-42.59	171.314	28677836	Nemona Airstrip	NZ		
-44.785	171.081	-44.794	171.093	28677844	Waimate Aerodrome	NZ		
-18.865	134.462	-18.874	134.472	28677581	Brunchilly Aerodrome	AU		
-17.423	130.805	-17.432	130.814	28677583	Kalkgurung Aerodrome	AU		
-36.898	149.178	-36.907	149.189	28677553	Bombala Airport	AU		
-20.994	134.394	-21.004	134.403	28677578	Warrabri Aerodrome	AU		
-32.358	142.403	-32.367	142.414	28677559	Menindee Aerodrome	AU		
-14.265	135.714	-14.274	135.724	28677597	Numbulwar Aerodrome	AU		
-16.626	129.318	-16.635	129.328	28677591	Waterloo Aerodrome	AU		
-22.735	132.15	-22.744	132.16	28677576	Mount Wedge Aerodrome	AU		
-16.11	130.946	-16.119	130.956	28677588	Kidman Springs Aerodrome	AU		
-31.77	149.606	-31.779	149.617	28677564	Coolah Aerodrome	AU		
-24.112	134.387	-24.121	134.397	28677569	Santa Teresa Landing Ground	AU		
-15.545	134.094	-15.554	134.103	28677596	Hodgson River Aerodrome	AU		
-14.718	134.738	-14.727	134.747	28677599	Ngukurr Aerodrome	AU		
-16.398	131.001	-16.407	131.011	28677589	Victoria River Downs Aerodrome	AU		
-34.077	150.554	-34.086	150.565	28677560	The Oaks Airport	AU		
-22.134	132.066	-22.143	132.075	28677575	Mount Denison Aerodrome	AU		
-16.244	131.742	-16.253	131.751	28677587	Killarney Aerodrome	AU		
-32.251	147.362	-32.26	147.372	28677561	Tottenham Aerodrome	AU		
-33.372	149.12	-33.387	149.14	28677565	Orange Airport	AU		
-23.225	132.621	-23.234	132.631	28677574	Narwietooma Aerodrome	AU		
-25.589	134.58	-25.598	134.59	28677567	Finke Landing Ground	AU		
-31.695	148.631	-31.704	148.642	28677562	Gilgandra Aerodrome	AU		
-16.972	130.551	-16.981	130.561	28677590	Mount Sanford Aerodrome	AU		
-23.923	132.807	-23.932	132.817	28677573	Hermannsburg Aerodrome	AU		
-25.329	131.762	-25.338	131.772	28677570	Curtin Springs Aerodrome	AU		
-14.049	134.09	-14.058	134.099	28677598	Mainoru Aerodrome	AU		
-17.204	137.349	-17.213	137.359	28677593	Calvert Hills Aerodrome	AU		
-18.332	130.634	-18.341	130.644	28677582	Hooker Creek Aerodrome	AU		
-24.418	131.818	-24.427	131.828	28677571	Kings Creek Aerodrome	AU		
-21.192	136.445	-21.201	136.455	28677577	Annitowa Aerodrome	AU		
-24.855	129.117	-24.864	129.127	28677572	Docker River Aerodrome	AU		
-17.603	131.546	-17.612	131.555	28677586	Cattle Creek Aerodrome	AU		
-21.672	136.674	-21.681	136.684	28677592	Argadargada Aerodrome	AU		
-23.512	133.841	-23.521	133.851	28677595	Bond Springs Aerodrome	AU		
-17.39	131.115	-17.399	131.124	28677584	Wave Hill Aerodrome	AU		
-29.516	148.573	-29.525	148.583	28677552	Collarenebri Aerodrome	AU		
-33.664	150.312	-33.673	150.323	28677566	Katoomba Airfield	AU		
-33.37	149.515	-33.38	149.526	28677554	Pipers Airfield	AU		
-25.056	133.731	-25.065	133.741	28677568	Idracowra Aerodrome	AU		
-23.447	131.848	-23.456	131.858	28677579	Haasts Bluff Aerodrome	AU		
-17.014	131.325	-17.023	131.334	28677585	Camfield Aerodrome	AU		
-29.069	147.38	-29.077	147.389	28677563	Goodooga Aerodrome	AU		
-33.367	142.58	-33.376	142.591	28677558	Pooncarie Aerodrome	AU		
-34.488	146.436	-34.497	146.447	28677556	Brobenah Airfield	AU		
-31.513	143.374	-31.522	143.385	28677557	Wilcannian Airport	AU		
-23.234	131.899	-23.244	131.909	28677580	Papunya Aerodrome	AU		
-16.711	136.94	-16.72	136.949	28677594	Robinson River Aerodrome	AU		
-14.594	132.186	-14.603	132.195	28677608	Manbulloo Aerodrome	AU		
-27.161	150.472	-27.17	150.482	28677681	Tara Aerodrome	AU		
-22.053	148.072	-22.062	148.082	28677683	Moranbah Airport	AU		MOV
-14.731	134.521	-14.74	134.531	28677603	Roper Bar Aerodrome	AU		
-24.142	141.106	-24.151	141.116	28677653	Davenport Downs Aerodrome	AU		
-25.671	142.085	-25.68	142.095	28677678	South Galway Aerodrome	AU		
-27.071	141.897	-27.08	141.907	28677641	Durham Downs Aerodrome	AU		
-25.847	141.925	-25.856	141.935	28677648	Tanbar Aerodrome	AU		
-16.987	141.316	-16.997	141.326	28677638	Delta Downs Aerodrome	AU		
-14.587	133.105	-14.596	133.115	28677607	Beswick Aerodrome	AU		
-24.983	150.088	-24.992	150.098	28677659	Theodore Aerodrome	AU		
-27.545	141.155	-27.555	141.165	28677642	Nappa Merrie Aerodrome	AU		
-19.909	138.12	-19.918	138.13	28677625	Camooweal Aerodrome	AU		
-26.188	131.124	-26.197	131.134	28677697	Amata Aerodrome	AU		
-11.158	132.478	-11.167	132.487	28677615	Croker Island Aerodrome	AU		
-13.757	143.111	-13.766	143.121	28677691	Coen Aerodrome	AU		
-28.165	145.037	-28.174	145.047	28677676	Eulo Aerodrome	AU		
-14.917	133.055	-14.927	133.064	28677609	Ginty Airstrip	AU		
-12.321	133.0	-12.331	133.014	28677619	Oenpelli Aerodrome	AU		
-15.616	130.443	-15.625	130.452	28677612	Timber Creek Aerodrome	AU		
-20.013	148.211	-20.022	148.22	28677688	Bowen Aerodrome	AU		
-24.353	143.286	-24.363	143.296	28677664	Stonehenge Aerodrome	AU		
-18.569	140.89	-18.578	140.9	28677631	Wondoola Aerodrome	AU		
-11.292	131.822	-11.302	131.831	28677616	Cape Don Aerodrome	AU		
-18.0	140.534	-18.009	140.544	28677628	Inverleigh Aerodrome	AU		
-17.681	141.066	-17.69	141.076	28677669	Normanton Aerodrome	AU		
-27.695	140.733	-27.704	140.744	28677696	Innamincka Aerodrome	AU		
-14.515	132.877	-14.524	132.886	28677606	Bamyili Aerodrome	AU		
-21.698	139.529	-21.707	139.539	28677623	Dajarra Aerodrome	AU		
-34.358	136.09	-34.367	136.101	28677699	Tumby Bay Airport	AU		
-16.552	141.805	-16.561	141.814	28677635	Dorunda Aerodrome	AU		
-20.593	147.845	-20.602	147.854	28677689	Collinsville Aerodrome	AU		
-19.379	139.753	-19.389	139.763	28677624	Myally Landing Ground	AU		
-20.938	148.119	-20.947	148.129	28677660	Exmoor Airport	AU		
-18.847	143.707	-18.856	143.716	28677626	Robinhood Aerodrome	AU		
-12.332	134.889	-12.341	134.898	28677611	Ramingining Aerodrome	AU		
-12.683	131.084	-12.693	131.093	28677617	Hughes Airfield	AU		
-15.64	141.839	-15.649	141.849	28677639	Rutland Plains Aerodrome	AU		
-28.046	147.477	-28.055	147.487	28677675	Bollon Aerodrome	AU		
-16.276	141.443	-16.285	141.452	28677637	Inkerman Aerodrome	AU		
-15.915	142.445	-15.924	142.454	28677640	Koolatah Aerodrome	AU		
-18.89	141.202	-18.899	141.212	28677627	Iffley Aerodrome	AU		
-26.798	153.101	-26.807	153.112	28677687	Caloundra Aerodrome	AU		
-13.351	141.716	-13.36	141.725	28677661	Aurukun Aerodrome	AU		
-24.837	143.062	-24.846	143.072	28677665	Jundah Aerodrome	AU		
-24.798	139.593	-24.807	139.603	28677655	Glengyle Aerodrome	AU		
-15.48	141.746	-15.489	141.755	28677674	Kowanyama Aerodrome	AU		
-18.215	142.252	-18.224	142.262	28677667	Croydon Aerodrome	AU		
-12.626	142.087	-12.635	142.096	28677662	Scherger Aerodrome	AU		
-14.113	133.815	-14.122	133.825	28677600	Mountain Valley Aerodrome	AU		
-26.278	151.856	-26.287	151.866	28677690	Wondai Aerodrome	AU		
-11.153	132.544	-11.162	132.553	28677614	Minjilang Aerodrome	AU		
-12.65	132.884	-12.667	132.906	28677618	Jabiru Aerodrome	AU		
-14.916	134.046	-14.925	134.055	28677601	Roper Valley Aerodrome	AU		
-16.657	139.162	-16.666	139.172	28677673	Mornington Island Aerodrome	AU		
-25.238	140.973	-25.247	140.983	28677650	Mooraberree Aerodrome	AU		
-18.981	139.898	-18.99	139.908	28677630	Lorraine Aerodrome	AU		
-17.449	140.828	-17.458	140.838	28677670	Karumba Aerodrome	AU		
-33.086	136.462	-33.095	136.472	28677698	Kimba Aerodrome	AU		
-28.577	140.299	-28.586	140.31	28677693	Merty Merty Aerodrome	AU		
-14.812	133.696	-14.821	133.705	28677602	Moroak Aerodrome	AU		
-26.705	143.257	-26.714	143.267	28677643	Eromanga Aerodrome	AU		
-26.694	141.046	-26.703	141.057	28677646	Arrabury Aerodrome	AU		
-18.503	139.878	-18.513	139.888	28677629	Augustus Downs Aerodrome	AU		
-26.765	150.612	-26.779	150.624	28677682	Chinchilla Aerodrome	AU		
-17.728	139.414	-17.737	139.424	28677633	Escott Aerodrome	AU		
-17.933	138.811	-17.942	138.821	28677671	Doomadgee Aerodrome	AU		
-25.355	141.43	-25.364	141.44	28677647	Morney Aerodrome	AU		
-27.263	145.983	-27.272	145.993	28677677	Wyandra Aerodrome	AU		
-16.654	143.995	-16.663	144.005	28677672	Wrotham Park Aerodrome	AU		
-25.846	148.546	-25.855	148.556	28677686	Injune Aerodrome	AU		
-26.503	142.28	-26.512	142.29	28677645	Mount Howitt Aerodrome	AU		
-27.199	153.064	-27.208	153.075	28677692	Redcliffe Aerodrome	AU		
-30.698	134.577	-30.707	134.588	28677695	Tarcoola Aerodrome	AU		
-25.319	152.884	-25.322	152.886	28677684	Hervey Bay Aerodrome	AU		HVB
-25.822	139.623	-25.831	139.633	28677652	Roseberth Aerodrome	AU		
-12.9	132.529	-12.909	132.538	28677620	Cooinda Aerodrome	AU		
-15.211	129.443	-15.22	129.453	28677613	Legune Aerodrome	AU		
-25.637	140.785	-25.646	140.795	28677651	Betoota Aerodrome	AU		
-22.58	144.522	-22.589	144.532	28677666	Muttaburra Aerodrome	AU		
-16.009	142.389	-16.018	142.399	28677634	Dunbar Aerodrome	AU		
-24.509	139.611	-24.518	139.621	28677654	Cluny Aerodrome	AU		
-18.622	139.228	-18.631	139.237	28677668	Gregory Downs Aerodrome	AU		
-25.613	140.216	-25.622	140.226	28677679	Durrie Aerodrome	AU		
-13.669	134.299	-13.678	134.308	28677610	Delara Strip Aerodrome	AU		
-25.592	141.502	-25.601	141.512	28677649	Cuddapan Aerodrome	AU		
-25.799	149.896	-25.808	149.906	28677685	Taroom Aerodrome	AU		
-10.581	142.288	-10.59	142.297	28677663	Horn Island Aerodrome	AU		
-14.701	134.56	-14.71	134.569	28677604	Urapunga Aerodrome	AU		
-13.55	132.62	-13.56	132.63	28677621	Fisher Landing Ground	AU		
-19.12	145.831	-19.129	145.841	28677658	Ewan Aerodrome	AU		
-18.571	138.583	-18.58	138.592	28677632	Lawn Hill Aerodrome	AU		
-16.956	141.948	-16.965	141.957	28677636	Vanrook Aerodrome	AU		
-18.633	144.541	-18.642	144.55	28677656	Spring Creek Aerodrome	AU		
-26.09	143.464	-26.099	143.474	28677644	Thylungra Aerodrome	AU		
-18.863	144.17	-18.872	144.18	28677657	Kidston Aerodrome	AU		
-24.816	140.548	-24.825	140.558	28677680	Monkira Aerodrome	AU		
-22.882	138.819	-22.891	138.829	28677622	Glenormiston Aerodrome	AU		
-30.909	135.301	-30.918	135.312	28677694	Kingoonya Aerodrome	AU		
-32.123	133.696	-32.136	133.716	28677708	Ceduna Airport	AU		CED
-28.71	113.781	-28.719	113.792	28677781	Rat Island Airport	AU		
-25.035	128.288	-25.044	128.298	28677783	Giles Aerodrome	AU		
-36.26	140.715	-36.269	140.726	28677703	Cannawigara Airport	AU		
-18.231	127.661	-18.242	127.673	28677753	Halls Creek Aerodrome	AU		
-28.591	125.207	-28.6	125.217	28677778	Neale Basin Landing Ground	AU		
-22.218	118.348	-22.227	118.358	28677741	Wittenoom Aerodrome	AU		
-21.555	115.89	-21.564	115.9	28677748	Yarraloola Aerodrome	AU		
-23.639	115.235	-23.648	115.245	28677738	Lyndon Aerodrome	AU		
-34.174	140.026	-34.183	140.037	28677707	Waikerie Aerodrome	AU		
-17.302	126.07	-17.311	126.08	28677759	Glenroy Aerodrome	AU		
-22.534	117.273	-22.544	117.282	28677742	Boolgeeda Aerodrome	AU		
-26.259	132.174	-26.268	132.184	28677725	Ernabella Aerodrome	AU		
-34.933	150.551	-34.942	150.562	28677797	Royal Australian Nayal Air Station	AU		
-41.255	144.88	-41.264	144.892	28677715	Balfour Landing Ground	AU		
-31.233	119.353	-31.242	119.364	28677791	Southern Cross Airport	AU		
-14.785	125.823	-14.794	125.833	28677776	Mitchell Plateau Aerodrome	AU		
-35.472	138.741	-35.481	138.752	28677709	Goolwa Aerodrome	AU		
-30.552	133.534	-30.561	133.544	28677719	Wynbring Aerodrome	AU		
-41.884	145.345	-41.893	145.357	28677712	Zeehan Airstrip	AU		
-25.876	113.559	-25.885	113.569	28677788	Francois Peron Aerodrome	AU		
-16.519	128.953	-16.528	128.962	28677764	Rosewood Aerodrome	AU		
-21.709	122.225	-21.718	122.235	28677731	Telfer Aerodrome	AU		
-22.053	123.15	-22.062	123.16	28677728	Punmu Landing Ground	AU		
-16.393	122.927	-16.403	122.937	28677769	Cape Leveque Aerodrome	AU		
-31.612	117.212	-31.621	117.223	28677796	Cunderdin Aerodrome	AU		
-27.329	133.623	-27.338	133.633	28677706	Marla Aerodrome	AU		
-26.959	133.317	-26.968	133.327	28677723	Indulkana Aerodrome	AU		
-23.599	117.694	-23.608	117.704	28677735	Mininer Aerodrome	AU		
-18.174	125.555	-18.193	125.568	28677789	Fitzroy Crossing Aerodrome	AU		
-26.77	132.013	-26.779	132.023	28677724	Fregon Aerodrome	AU		
-17.29	126.913	-17.299	126.923	28677760	Tableland Aerodrome	AU		
-20.149	127.973	-20.158	127.982	28677726	Balgo Hill Aerodrome	AU		
-40.385	148.01	-40.394	148.022	28677711	Cape Barren Island Airstrip	AU		
-34.638	142.766	-34.647	142.777	28677717	Robinvale Aerodrome	AU		
-22.039	119.64	-22.048	119.65	28677739	Bamboo Springs Aerodrome	AU		
-13.746	126.145	-13.755	126.155	28677775	Troughton Island Aerodrome	AU		
-23.765	116.097	-23.774	116.107	28677737	Edmund Aerodrome	AU		
-22.698	119.933	-22.707	119.942	28677740	Roy Hill Aerodrome	AU		
-22.67	125.07	-22.679	125.08	28677727	Kidson Field Aerodrome	AU		
-25.062	115.146	-25.071	115.156	28677787	Gascoyne Junction Airfield	AU		
-17.282	127.462	-17.291	127.472	28677761	Bedford Downs Aerodrome	AU		
-16.266	127.185	-16.275	127.195	28677765	Karunjie Aerodrome	AU		
-17.78	127.666	-17.789	127.675	28677755	Springvale Aerodrome	AU		
-14.283	126.63	-14.292	126.639	28677774	Kalumburu Aerodrome	AU		
-17.126	125.758	-17.135	125.767	28677767	Mount House Aerodrome	AU		
-17.606	126.739	-17.616	126.748	28677762	Lansdowne Aerodrome	AU		
-34.671	135.329	-34.68	135.34	28677700	Coffin Bay Airport	AU		
-32.203	121.753	-32.212	121.764	28677790	Norseman Airport	AU		
-42.149	145.322	-42.158	145.334	28677714	Wilderness Air-Strahan	AU		
-35.042	142.856	-35.051	142.867	28677718	Manangatang Airport	AU		
-35.711	139.344	-35.72	139.355	28677701	Meningie Airport	AU		
-14.08	126.375	-14.089	126.385	28677773	Truscott Aerodrome	AU		
-21.663	115.111	-21.672	115.121	28677750	Onslow Aerodrome	AU		
-21.093	123.453	-21.102	123.463	28677730	Swindell Field Aerodrome	AU		
-15.503	128.147	-15.514	128.163	28677770	Wyndham Aerodrome	AU		
-28.106	117.834	-28.124	117.848	28677793	Mount Magnet Aerodrome	AU		
-35.53	138.628	-35.539	138.639	28677702	McCracken Airport	AU		
-21.712	119.438	-21.721	119.448	28677743	Hillside Aerodrome	AU		
-21.155	119.832	-21.164	119.842	28677746	Marble Bar Aerodrome	AU		
-21.39	125.292	-21.399	125.302	28677729	Bordeaux Landing Ground	AU		
-28.429	113.728	-28.438	113.738	28677782	East Wallabi Island Airport	AU		
-21.906	120.193	-21.916	120.202	28677733	Nullagine Aerodrome	AU		
-15.497	128.53	-15.506	128.539	28677771	Carlton Hill Aerodrome	AU		
-21.789	117.755	-21.798	117.765	28677747	Coolawanyah Aerodrome	AU		
-31.183	121.615	-31.192	121.626	28677777	Mckenzie Landing Ground	AU		
-15.162	127.838	-15.171	127.847	28677772	Forrest River Aerodrome	AU		
-27.763	114.154	-27.772	114.164	28677786	Kalbarri Aerodrome	AU		
-21.458	119.846	-21.467	119.856	28677745	Corunna Downs Aerodrome	AU		
-27.84	120.703	-27.849	120.713	28677792	Leinster Aerodrome	AU		
-26.623	120.214	-26.64	120.228	28677795	Wiluna Airport	AU		
-25.224	125.106	-25.233	125.116	28677784	Decker Field Aerodrome	AU		
-20.754	117.156	-20.763	117.166	28677752	Roebourne Landing Ground	AU		
-30.156	131.621	-30.165	131.632	28677720	Maralinga Airfield	AU		
-42.071	145.522	-42.08	145.534	28677713	Queenstown Aerodrome	AU		
-20.095	119.57	-20.104	119.579	28677751	Pardoo Aerodrome	AU		
-16.413	126.441	-16.422	126.45	28677766	Gibb River Aerodrome	AU		
-20.837	120.698	-20.846	120.708	28677734	Warrawagine Aerodrome	AU		
-18.615	126.877	-18.625	126.887	28677754	Margaret River Aerodrome	AU		
-16.727	125.435	-16.736	125.445	28677768	Beverley Springs Aerodrome	AU		
-26.123	126.583	-26.132	126.594	28677779	Warburton Range Aerodrome	AU		
-40.191	148.231	-40.2	148.242	28677710	Lady Barron Aerodrome	AU		
-21.203	115.965	-21.212	115.975	28677749	Mardie Aerodrome	AU		
-27.183	116.279	-27.192	116.289	28677785	Barloweerie Aerodrome	AU		
-16.656	128.586	-16.665	128.596	28677763	Lissadell Aerodrome	AU		
-27.554	135.441	-27.563	135.452	28677705	Oodnadatta Aerodrome	AU		
-29.657	138.063	-29.666	138.074	28677704	Marree Aerodrome	AU		
-26.207	133.899	-26.216	133.909	28677721	Tieyon Aerodrome	AU		
-17.036	128.201	-17.045	128.21	28677758	Turkey Creek Aerodrome	AU		
-21.583	122.169	-21.592	122.179	28677732	Malu Hills Landing Ground	AU		
-23.4	117.079	-23.409	117.089	28677736	Ashburton Downs Aerodrome	AU		
-17.814	128.346	-17.823	128.355	28677756	Turner Aerodrome	AU		
-21.504	119.36	-21.513	119.37	28677744	Shaw River Aerodrome	AU		
-17.338	128.911	-17.347	128.921	28677757	Ord River Aerodrome	AU		
-30.627	115.979	-30.636	115.99	28677780	Moora Airport	AU		
-26.943	133.602	-26.952	133.612	28677722	Granite Downs Aerodrome	AU		
-28.468	115.513	-28.477	115.523	28677794	Mullewa Aerodrome	AU		
26.221	81.228	26.212	81.238	29230259	Rae Bareli Airport	IN		
27.34	88.607	27.331	88.618	29230264	Gangtok Airport	IN		
16.671	74.329	16.662	74.338	29230260	Kolhapur Airport	IN		
21.997	82.101	21.979	82.121	29230261	Bilaspur Airport	IN		PAB
12.305	76.645	12.295	76.655	29230265	Mysore Airport	IN		
17.922	79.595	17.913	79.605	29230267	Warangal Airport	IN		
32.287	76.25	32.278	76.261	29230262	Gaggal Airport	IN		DHM
12.021	79.795	12.012	79.805	29230266	Pondicherry Airport	IN		
13.083	77.592	13.074	77.602	29230268	Jakkuru Airport	IN		
20.718	70.917	20.709	70.927	29230263	Diu Airport	IN		
19.104	72.827	19.091	72.839	29230258	Juhu Airport	IN		
29.35	-98.45	29.341	-98.44	28349845	Brooks Air Force Base Branch	US		
29.351	-98.45	29.341	-98.439	28349844	Brooks Air Force Base	US		
33.712	-117.824	33.703	-117.813	28349287	Tustin Marine Corps Air Station	US		
41.586	-124.042	41.577	-124.03	28349261	Klamath Air Force Station	US		
33.95	-118.389	33.941	-118.378	28349267	Los Angeles Air Force Base	US		
38.912	-123.62	38.903	-123.608	28349280	Point Arena Air Force Station	US		
38.816	-104.544	38.788	-104.509	28349315	Schriever Air Force Base	US		
38.823	-104.703	38.823	-104.698	28349319	Peterson Air Force Base	US		
38.75	-104.856	38.741	-104.845	28349314	North American Aerospace Defense Command	US		
38.746	-104.847	38.733	-104.829	28349318	Cheyenne Mountain Air Force Base	US		
32.805	-83.679	32.796	-83.668	28349398	Lewis B Wilson Airport	US		
37.398	-122.043	37.389	-122.031	28349304	Onizuka Air Force Base	US		
36.249	-115.016	36.239	-115.004	28349709	Creech Air Force Base	US		
38.419	-116.444	38.41	-116.432	28349716	Tonopah Air Force Station	US		
35.41	-80.122	35.401	-80.111	28349655	Badin Air National Guard Station	US		
47.543	-97.713	47.534	-97.7	28349662	Finley Air Force Station	US		
33.998	-77.916	33.989	-77.905	28349645	Fort Fisher Air Force Station	US		
48.604	-103.918	48.595	-103.904	28349663	Fortuna Air Force Station	US		
42.2	-72.56	42.191	-72.548	28349548	Westover Air Force Base	US		
48.961	-122.748	48.952	-122.734	28349947	Blaine Air Force Station	US		
48.373	-124.631	48.364	-124.617	28349922	Makah Air Force Base	US		
43.245	143.498	43.236	143.51	28360553	足寄ヘリポート	JP		
26.172	127.288	26.163	127.298	28360541	慶良間空港	JP		
41.975	140.156	41.966	140.168	28360548	乙部ヘリポート	JP		
31.272	130.351	31.262	130.361	28360538	枕崎空港	JP		
35.641	139.832	35.631	139.843	28360559	東京ヘリポート	JP		
26.597	127.235	26.588	127.245	28360542	粟国空港	JP		AGJ
34.375	139.263	34.366	139.274	28360525	新島空港	JP		
42.073	139.434	42.063	139.446	28360515	奥尻空港	JP		
45.246	141.18	45.237	141.193	28360519	利尻空港	JP		RIS
45.409	141.795	45.4	141.808	28360512	稚内空港	JP		
35.495	135.78	35.486	135.791	28360564	若狭ヘリポート	JP		
34.682	131.784	34.672	131.795	28360531	石見空港	JP		
43.67	142.446	43.66	142.459	28360516	旭川空港	JP		
37.296	136.951	37.287	136.963	28360528	能登空港	JP		
34.932	134.438	34.923	134.449	28360569	播磨ヘリポート	JP		
37.236	140.424	37.227	140.435	28360523	福島空港	JP	KFKS	FKS
33.018	129.187	33.009	129.198	28360535	上五島空港	JP		
36.029	140.261	36.02	140.272	28360524	阿見飛行場	JP		
34.535	139.268	34.526	139.279	28360560	利島ヘリポート	JP		
34.194	139.128	34.185	139.139	28360526	神津島空港	JP		
43.887	142.603	43.878	142.616	28360517	愛別飛行場	JP		
30.789	130.265	30.78	130.276	28360539	薩摩硫黄島飛行場	JP		
33.032	131.497	33.023	131.508	28360537	大分県央飛行場	JP		
30.612	130.985	30.603	130.995	28360540	新種子島空港	JP		
38.066	138.407	38.056	138.419	28360527	佐渡空港	JP		SDS
33.902	139.59	33.893	139.601	28360561	御蔵島ヘリポート	JP		
