top	left	bottom	right	slug	name	iso	icao	iata
39.09	-76.766	39.081	-76.754	12522145	Tipton Army Air Field	US		
36.485	-82.424	36.463	-82.395	12522192	Tri-Cities Regional Airport	US	KTRI	TRI
36.301	-77.177	36.292	-77.165	12522195	Tri County Airport	US		
39.009	-99.898	39.0	-99.887	12522184	Trego Wakeeney Airport	US		
41.597	-83.823	41.58	-83.799	12522152	Toledo Express Airport	US	KTOL	TOL
33.587	-116.159	33.578	-116.148	12522120	Thermal Airport	US		TRM
40.844	-72.655	40.83	-72.642	12522113	The Francis S Gabreski Airport	US		FOK
45.903	-94.88	45.894	-94.867	12522151	Todd Field Airport	US		
42.071	-104.166	42.059	-104.144	12522166	Torrington Municipal Airport	US		TOR
34.586	-90.678	34.569	-90.666	12522134	Thompson-Robbins Airport	US		HEE
46.481	-122.813	46.472	-122.799	12522154	Toledo-Winlock Ed Carlson Memorial Field Airport	US		TDO
33.49	-101.818	33.481	-101.807	12522168	Town and Country Airpark	US		
35.41	-108.255	35.4	-108.244	12522179	Transwestern Pipeline Nr 5 Airport	US		
36.508	-101.817	36.501	-101.808	12522110	Texhoma Municipal Airport	US		
41.619	-79.744	41.601	-79.738	12522149	Titusville Airport	US		
41.715	-112.208	41.706	-112.196	12522185	Tremonton Municipal Airport	US		
40.527	-112.332	40.518	-112.32	12522163	Tooele Municipal Airport	US		
40.861	-74.077	40.838	-74.051	12522105	Teterboro Airport	US	KTEB	TEB
33.181	-102.199	33.164	-102.188	12522104	Terry County Airport	US		
48.072	-96.195	48.057	-96.17	12522121	Thief River Falls Regional Airport	US		TVF
47.701	-99.136	47.692	-99.126	12522158	Tomlinson Field Airport	US		
29.846	-84.707	29.837	-84.696	12522132	Thompson Field Airport	US		
45.885	-111.577	45.872	-111.562	12522136	Three Forks Airport	US		
33.827	-98.577	33.823	-98.573	12522156	Tom Danaher Airport	US		
48.387	-102.905	48.374	-102.889	12522144	Tioga Municipal Airport	US		
45.47	-89.816	45.467	-89.796	12522157	Tomahawk Regional Airport	US		
35.023	-107.422	35.014	-107.411	12522180	Transwestern Pipeline Nr 6 Airport	US		
31.957	-89.241	31.948	-89.23	12522122	Thigpen Field Airport	US		
40.018	-105.056	40.0	-105.037	12522194	Tri County Airport	US		
36.602	-78.564	36.59	-78.556	12520808	Marks Municipal Airport	US		
35.428	-119.049	35.422	-119.045	12520881	Kern County-Meadows Field Airport	US	KBFL	BFL
36.696	-78.056	36.681	-78.051	12520883	Mecklenburg-Brunswick Regional Airport	US		AVC
40.5	-85.688	40.482	-85.67	12520803	Marion Municipal Airport	US		
42.007	-117.728	41.998	-117.716	12520853	Mcdermitt State Airport	US		
38.362	-97.691	38.348	-97.685	12520878	Mcpherson Airport	US		MPR
35.563	-87.191	35.546	-87.167	12520841	Maury County Airport	US		MRC
44.899	-116.106	44.879	-116.095	12520848	Mccall Airport	US	KMYL	MYL
38.463	-101.353	38.454	-101.341	12520807	Mark Hoard Memorial Airport	US		
31.496	-97.323	31.475	-97.294	12520859	Mcgregor Municipal Airport	US		PWG
43.844	-90.145	43.834	-90.132	12520842	Mauston New Lisbon Union Airport	US		
42.459	-96.478	42.45	-96.466	12520825	Martin Field Airport	US		
39.062	-96.776	39.042	-96.752	12520815	Marshall Army Air Field	US		FRI
38.019	-103.707	38.011	-103.693	12520891	Melon Field Airport	US		
35.405	-84.566	35.39	-84.559	12520876	Mcminn County Airport	US		MMI
31.1	-92.076	31.09	-92.06	12520809	Marksville Municipal Airport	US		
44.459	-95.837	44.443	-95.805	12520819	Marshall Municipal Airport-Ryan Field	US		MML
31.345	-96.857	31.336	-96.846	12520812	Marlin Airport	US		
36.161	-119.331	36.152	-119.32	12520888	Mefford Field Airport	US		TLR
36.771	-96.556	36.762	-96.544	12520864	Mckinney Ranch Airport	US		
40.36	-94.923	40.346	-94.909	12520831	Maryville Memorial Airport	US		EVU
41.027	-89.385	41.02	-89.374	12520816	Marshall County Airport	US		
29.436	-98.383	29.427	-98.372	12520828	Martindale Army Air Field	US		
38.692	-121.418	38.652	-121.383	12520869	McClellan Air Force Base	US		MCC
34.736	-100.532	34.731	-100.527	12520896	Memphis Municipal Airport	US		
35.494	-84.938	35.479	-84.925	12520806	Mark Anton Airport	US		
35.021	-84.349	35.01	-84.344	12520823	Martin Campbell Field Airport	US		
45.108	-87.605	45.105	-87.602	12520899	Menominee-Marinette Twin County Airport	US		MNM
38.918	-82.108	38.911	-82.091	12520835	Mason County Airport	US		
28.103	-80.641	28.085	-80.619	12520889	Melbourne International Airport	US	KMLB	MLB
35.871	-77.183	35.854	-77.173	12520824	Martin County Airport	US		
40.027	-74.598	40.021	-74.591	12520860	McGuire Air Force Base	US		WRI
43.172	-101.722	43.158	-101.704	12520826	Martin Municipal Airport	US		
43.319	-83.099	43.308	-83.083	12520811	Marlette Airport	US		
39.884	-80.741	39.877	-80.73	12520817	Marshall County Airport	US		
41.767	-91.161	41.761	-91.145	12520839	Mathews Memorial Airport	US		
33.192	-96.596	33.165	-96.586	12520875	Mckinney Municipal Airport	US		
28.461	-96.298	28.449	-96.284	12520837	Matagorda Peninsula Airport	US		
31.357	-100.503	31.355	-100.502	12520840	Mathis Field Airport	US	KSJT	SJT
39.327	-76.432	39.323	-76.428	12520827	Martin State Airport	US		MTN
40.043	-107.895	40.036	-107.886	12520887	Meeker Airport	US		EEO
42.383	-88.326	42.374	-88.313	12520861	Mchenry Farms Airport	US		
35.252	-100.551	35.241	-100.539	12520865	Mclean Gray County Airport	US		
33.626	-91.365	33.614	-91.363	12520874	Mcgehee Municipal Airport	US		
43.208	-112.35	43.204	-112.344	12520867	Mccarley Field Airport	US		
35.607	-88.924	35.589	-88.909	12520862	Mckellar Sipes Regional Airport	US		MKL
28.285	-97.216	28.276	-97.206	12520890	Mellon Ranch Airport	US		
41.217	-80.974	41.208	-80.961	12520814	Mars Landing Strip	US		
39.105	-93.214	39.09	-93.198	12520818	Marshall Memorial Municipal Airport	US		MHL
32.287	-84.509	32.278	-84.499	12520801	Marion County Airport	US		
40.216	-100.604	40.199	-100.58	12520873	Mccook Municipal Airport	US	KMCK	MCK
33.59	-88.668	33.578	-88.664	12520850	Mccharen Field Airport	US		
39.859	-96.634	39.849	-96.626	12520830	Marysville Municipal Airport	US		
30.938	-99.813	30.927	-99.805	12520898	Menard County Airport	US		
33.241	-111.914	33.232	-111.903	12520893	Memorial Airfield	US		
35.061	-85.586	35.056	-85.58	12520802	Marion County Airport-Brown Field	US		APT
44.318	-75.906	44.307	-75.894	12520843	Maxson Airfield	US		AXB
30.396	-81.429	30.387	-81.419	12520846	Mayport Naval Air Station	US		
38.606	-77.078	38.595	-77.071	12520829	Maryland Airport	US		
30.739	-99.188	30.726	-99.178	12520833	Mason County Airport	US		
31.19	-90.48	31.168	-90.465	12520871	Mccomb-Pike County John E Lewis Airport	US		MCB
34.893	-95.784	34.885	-95.774	12520847	Mcalester Regional Airport	US		MLC
44.919	-123.004	44.912	-122.996	12520877	Mcnary Field Airport	US	KSLE	SLE
37.655	-97.274	37.622	-97.232	12520872	McConnell Air Force Base	US		IAB
41.136	-81.775	41.126	-81.761	12520886	Medina Municipal Airport	US		
36.778	-88.587	36.762	-88.582	12520845	Mayfield Graves County Airport	US		
29.671	-81.961	29.662	-81.95	12520892	Melrose Landing Airport	US		
35.059	-89.991	35.03	-89.964	12520895	Memphis International Airport	US	KMEM	MEM
42.372	-122.883	42.366	-122.871	12520884	Rogue Valley International-Medford Airport	US	KMFR	MFR
33.916	-82.269	33.9	-82.266	12520852	Mccormick County Airport	US		
42.118	-92.926	42.107	-92.908	12520820	Marshalltown Municipal Airport	US		MIW
33.132	-117.291	33.124	-117.267	12520851	Mcclellan Palomar Airport	US	KCRQ	CLD
45.206	-123.151	45.194	-123.135	12520866	Mcminnville Municipal Airport	US		MMV
43.97	-86.416	43.956	-86.395	12520834	Mason County Airport	US		
40.058	-106.381	40.051	-106.357	12520854	Mcelroy Airport	US		
47.148	-122.527	47.121	-122.477	12520868	McChord Air Force Base	US		TCM
37.286	-100.363	37.277	-100.352	12520879	Meade Municipal Airport	US		MEJ
34.622	-79.735	34.618	-79.73	12520810	Marlboro County Airport	US	KBBP	BTN
36.12	-115.177	36.068	-115.119	12520849	Mccarran International Airport	US	KLAS	LAS
36.795	-97.749	36.786	-97.745	12520885	Medford Municipal Airport	US		
28.832	-99.115	28.816	-99.102	12520863	Mckinley Field Airport	US		
37.512	-120.042	37.507	-120.035	12520805	Mariposa Yosemite Airport	US		
40.622	-83.073	40.61	-83.055	12520804	Marion Municipal Airport	US		MNN
44.645	-90.195	44.631	-90.182	12520821	Marshfield Municipal Airport	US		MFI
62.958	-155.613	62.949	-155.593	12520858	Mcgrath Airport	US	PAMC	MCG
43.177	-93.35	43.148	-93.32	12520832	Mason City Municipal Airport	US	KMCW	MCW
42.568	-84.435	42.563	-84.415	12520836	Mason Jewett Airport	US		
33.923	-80.805	33.914	-80.794	12520856	Mcentire Air National Guard Base	US		
32.395	-86.369	32.37	-86.343	12520844	Maxwell Air Force Base	US		MXF
35.818	-84.001	35.801	-83.98	12520857	Mcghee Tyson Airport	US	KTYS	TYS
38.952	-104.579	38.943	-104.567	12520880	Meadow Lake Airport	US		
41.401	-70.622	41.384	-70.603	12520822	Martha's Vineyard Airport	US	KMVY	MVY
34.488	-93.107	34.472	-93.088	12520894	Hot Springs Memorial Field Airport	US		
61.258	53.846	61.249	53.865	12517308	Zinstan Airport	RU		
17.317	-62.723	17.308	-62.713	12517381	Golden Rock Airport	KN		SKB
-7.166	56.246	-7.175	56.255	12517383	Coetivy Airport	SC		
53.962	102.001	53.952	102.017	12517303	Zima Airport	RU		
24.557	39.691	24.535	39.702	12517353	Madinah International Airport	SA		
26.205	36.471	26.196	36.481	12517378	Wejh Airport	SA		
27.05	49.395	27.041	49.405	12517341	Jubail Airport	SA		
18.313	42.806	18.304	42.816	12517348	King Khalid Air Base	SA		
28.338	46.116	28.329	46.127	12517338	Hafr Al Batin Airport	SA		AQI
47.14	42.477	47.131	42.49	12517307	Zimovniki East Airport	RU		
24.711	44.959	24.702	44.969	12517359	Petroline 6 Airport	SA		
25.071	48.19	25.062	48.2	12517342	Khurais Airport	SA		
24.069	47.412	24.06	47.422	12517325	Al Kharj Airport	SA		AKH
-28.243	28.331	-28.252	28.341	12517397	Bethlehem Airport	ZA		
-2.457	28.905	-2.466	28.914	12517315	Kamembe Airport	RW		
-28.563	16.531	-28.572	16.542	12517391	Alexander Bay Airport	ZA		ALJ
24.8	50.737	24.791	50.747	12517376	Ugtah Highway Strip Airport	SA		
52.986	133.788	52.977	133.804	12517309	Zlatoustovsk Airport	RU		
27.32	49.583	27.311	49.593	12517319	Abu Ali Airport	SA		
53.714	43.401	53.705	43.417	12517312	Zubovo Airport	RU		
-4.311	55.691	-4.32	55.7	12517388	Praslin Airport	SC		PRI
28.094	48.605	28.085	48.615	12517364	Ras Mishab Airport	SA		
21.329	41.192	21.32	41.202	12517331	Arfa Airport	SA		
-1.962	30.134	-1.967	30.14	12517316	Kigali Airport	RW		
25.149	49.326	25.14	49.336	12517328	Al Udayliyah Airport	SA		
17.476	47.107	17.467	47.117	12517369	Sharurah Airport	SA		
-33.029	27.809	-33.044	27.835	12517396	Ben Schoeman Airport	ZA		ELS
47.152	42.396	47.143	42.409	12517306	Zimovniki Airport	RU		
-26.157	29.176	-26.166	29.186	12517399	Blesbokfontein Airport	ZA		
16.92	42.56	16.885	42.599	12517335	Gizan Airport	SA		GIZ
-4.671	55.513	-4.68	55.522	12517389	Seychelles International Airport	SC		SEZ
29.794	40.099	29.785	40.109	12517324	Al Jouf Airport	SA		AJF
27.975	37.939	27.965	37.949	12517360	Qalibah Highway Strip Airport	SA		
24.056	47.65	24.047	47.66	12517326	Al Kharj East Airport	SA		
60.907	89.68	60.897	89.699	12517311	Zotino Airport	RU		
18.239	42.651	18.23	42.661	12517317	Abha Airport	SA		AHB
27.463	41.671	27.416	41.696	12517339	Hail Airport	SA		HAS
31.689	38.727	31.68	38.738	12517375	Turaif Airport	SA		
26.007	46.536	25.998	46.546	12517337	Hafar Al Atk Airport	SA		
24.424	46.322	24.415	46.332	12517340	Jabal Al Fahdau Airport	SA		
20.518	44.728	20.509	44.738	12517327	Al Lidem Airport	SA		
18.9	41.335	18.891	41.345	12517361	Quz South Airport	SA		
27.996	48.769	27.987	48.78	12517365	Ras Safaniya Airport	SA		
17.616	44.425	17.607	44.434	12517355	Nejran Airport	SA		EAM
25.221	46.642	25.212	46.652	12517374	Thumamah Airport	SA		
24.718	46.724	24.709	46.734	12517367	Riyadh Mil Airport	SA		
22.707	39.066	22.698	39.076	12517362	Rabigh Airport	SA		
46.831	41.106	46.822	41.119	12517300	Zhuravlevka Airport	RU		
-29.281	18.81	-29.29	18.821	12517390	Aggenys Airport	ZA		
47.157	42.094	47.148	42.107	12517314	Zyungar Airport	RU		
25.915	49.584	25.906	49.594	12517318	Abqaiq Airport	SA		
54.182	127.976	54.173	127.992	12517301	Zhurban Airport	RU		
27.87	48.767	27.861	48.777	12517373	Tanajib Airport	SA		
27.901	45.521	27.892	45.532	12517350	King Khalid Military City Airport	SA		EKK
30.906	41.132	30.897	41.143	12517330	Arar Airport	SA		RAE
20.469	45.615	20.46	45.625	12517370	Sulayel Airport	SA		SLF
-32.895	27.276	-32.905	27.287	12517398	Bisho Airport	ZA		
-25.934	29.805	-25.943	29.815	12517393	Arnot Power Station Airport	ZA		
54.664	76.536	54.655	76.552	12517302	Zhurvka Airport	RU		
26.508	49.765	26.434	49.83	12517346	King Fahd International Airport	SA		DMM
27.652	47.986	27.643	47.997	12517329	Al Wariah Se Highway Landing Strip	SA		
-6.994	52.734	-7.003	52.743	12517382	Alphonse Airport	SC		
26.268	50.153	26.259	50.163	12517333	Dhahran International Airport	SA		DHA
28.39	36.584	28.351	36.662	12517371	Tabuk Airport	SA		TUU
21.355	39.168	21.345	39.178	12517347	King Faisal Naval Base	SA		
30.351	42.209	30.342	42.219	12517377	Uwayqilah Airport	SA		
21.516	40.51	21.459	40.582	12517372	Taif Airport	SA		TIF
-10.102	51.168	-10.111	51.177	12517386	Farquhar Airport	SC		
26.947	49.699	26.938	49.709	12517345	King Abdul Aziz Naval Base Airport	SA		
-26.629	30.6	-26.638	30.61	12517392	Amsterdam West Airport	ZA		
-23.25	28.399	-23.26	28.409	12517395	Baltimore New Airport	ZA		
-5.689	53.651	-5.698	53.661	12517384	Desroches Airport	SC		DES
20.505	45.196	20.496	45.205	12517352	Kumdah Airport	SA		
25.301	49.488	25.292	49.498	12517320	Al Hasa Airport	SA		HOF
55.6	39.237	55.59	39.253	12517313	Zvorkovo Airport	RU		
24.73	45.187	24.72	45.197	12517351	Kp 718 Airport	SA		
26.735	50.031	26.726	50.041	12517366	Ras Tanura Airport	SA		
26.307	43.765	26.298	43.775	12517334	Gassim Airport	SA		ELQ
21.444	39.989	21.435	39.998	12517354	Mecca East Airport	SA		
24.593	46.83	24.584	46.84	12517368	Riyadh South Airport	SA		
24.163	38.034	24.133	38.092	12517379	Yenbo Airport	SA		
52.402	41.422	52.393	41.437	12517310	Znamenka Airport	RU		
24.961	46.701	24.957	46.704	12517349	King Khalid International Airport	SA		RUH
29.639	43.466	29.613	43.513	12517363	Rafha Airport	SA		RAH
49.717	42.89	49.708	42.904	12517305	Zimnyatskiy Airport	RU		
59.697	62.022	59.688	62.04	12517304	Zimniy Gorodok Airport	RU		
20.298	41.636	20.289	41.645	12517321	Al Baha Airport	SA		ABT
25.175	47.501	25.165	47.511	12517358	Petroline 3 Airport	SA		
19.986	42.622	19.977	42.632	12517332	Bisha Airport	SA		BHH
31.414	37.27	31.405	37.28	12517336	Guriat Airport	SA		
17.561	44.238	17.552	44.248	12517356	Nejran Old Airport	SA		
24.953	46.393	24.944	46.403	12517344	King Abdul Aziz Military Academy Airport	SA		
24.101	41.029	24.092	41.039	12517357	Petroline 10 Airport	SA		
46.775	-56.173	46.766	-56.16	12517380	St Pierre Airport	PM		
28.893	36.159	28.884	36.169	12517322	Al Bir Highway Strip Airport	SA		
-28.791	24.767	-28.798	24.777	12517394	B J Vorster Airport	ZA		
-2.123	-71.742	-2.132	-71.733	12523481	Arica Airport	CO		ACM
-9.939	-63.078	-9.948	-63.069	12523483	Aeroporto Ariquemes	BR		
-18.609	146.486	-18.618	146.496	12523453	Orpheus Island Resort Airport	AU		ORS
17.759	-64.602	17.75	-64.592	12523441	St. Croix Downtown Heliport	VI		
-33.883	151.191	-33.885	151.2	12523448	Sydney West Airport	AU		SWZ
37.787	-122.394	37.778	-122.382	12523438	China Basin Heliport	US		
8.519	-77.286	8.51	-77.277	12523459	Acandi Airport	CO		ACD
56.418	-5.478	56.408	-5.462	12523442	Oban Heliport	GB		OHP
34.074	-118.417	34.065	-118.406	12523425	Century City Airport	US		CCD
-30.256	-57.6	-30.265	-57.59	12523497	Bella Union Airport	UY		BUV
41.16	-104.838	41.155	-104.833	12523415	Francis E. Warren Air Force Base	US		
-5.504	-45.261	-5.513	-45.252	12523491	Aeroporto Barra do Corda	BR		BDC
-9.748	-36.663	-9.757	-36.654	12523476	Aeroporto Arapiraca	BR		APQ
38.843	-77.024	38.835	-77.013	12523409	Bolling Air Force Base	US		BOF
46.785	-92.099	46.776	-92.086	12523419	Lakeside Us Air Force Airport	US		
33.967	-84.25	33.958	-84.239	12523412	Atlanta Technology Park Heliport	US		JAE
-1.937	-54.785	-1.947	-54.776	12523464	Aeroporto Alenquer	BR		ALT
32.412	-86.254	32.401	-86.241	12523431	Maxwell Air Force Base-Gunter Annex	US		
32.79	-96.797	32.781	-96.787	12523416	Dallas-Fort Worth Downtown Heliport	US		
34.153	-118.344	34.144	-118.333	12523428	Universal City Heliport	US		
6.908	-75.079	6.899	-75.07	12523469	Amalfi Airport	CO		AFI
-13.581	-63.597	-13.59	-63.587	12523496	Baures Airport	BO		BVL
30.18	-95.529	30.171	-95.518	12523423	Woodlands Heliport	US		
-29.172	-51.51	-29.181	-51.5	12523499	Aeroporto Bento Goncalves	BR		BGV
28.423	-81.588	28.416	-81.579	12523435	Walt Disney World Airport	US		DWS
8.326	-75.152	8.317	-75.143	12523489	Ayapel Airport	CO		AYA
29.783	-95.625	29.774	-95.614	12523424	Park Ten Heliport	US		
0.705	-70.238	0.695	-70.229	12523460	Acaricuara Airport	CO		ARF
34.064	-118.255	34.055	-118.244	12523426	Citicorp Plaza Heliport	US		JCX
33.939	-84.335	33.93	-84.324	12523411	Atlanta Perimeter Mall Heliport	US		JAJ
32.895	-96.785	32.886	-96.774	12523417	Dallas-Fort Worth North Park Inn Heliport	US		
-14.713	-68.512	-14.722	-68.503	12523475	Apolo Airport	BO		APB
43.913	-92.504	43.904	-92.492	12523437	Rochester Municipal Heliport	US		
38.87	-77.06	38.861	-77.048	12523440	Pentagon Heliport	US		
34.168	-118.448	34.159	-118.437	12523427	Sherman Oaks Heliport	US		
2.521	-59.255	2.512	-59.245	12523461	Aishalton Airport	GY		AHL
28.007	120.643	27.998	120.653	12523455	Wenzhou Airport	CN		WNZ
7.888	-76.637	7.879	-76.628	12523474	Apartado Airport	CO		APO
-9.108	-45.945	-9.117	-45.935	12523467	Aeroporto Alto Parnaiba	BR		APY
5.5	-54.078	5.491	-54.069	12523462	Albina Airport	SR		ABN
34.306	-118.437	34.297	-118.426	12523400	San Fernando Airport	US		SFR
7.355	-60.488	7.345	-60.479	12523490	Baramita Airport	GY		BMJ
30.47	-91.159	30.461	-91.148	12523414	Downtown Airport	US		
32.798	-96.801	32.789	-96.79	12523418	Dallas-Fort Worth Market Center Heliport	US		
36.977	-122.018	36.968	-122.007	12523401	Skypark Airport	US		SRU
5.013	-9.042	5.004	-9.033	12523450	African Food Corporation Airport	LR		
44.982	-93.275	44.973	-93.262	12523430	Minneapolis Downtown Heliport	US		JDT
-1.236	-78.625	-1.245	-78.616	12523470	Chachoan Airport	EC		ATF
39.561	27.018	39.552	27.029	12523443	Edremit-Korfez Airport	TR		EDO
40.311	36.557	40.302	36.569	12523446	Tokat Airport	TR		
38.247	-85.752	38.238	-85.741	12523429	Louisville Intercontinental Airport	US		
-9.979	-59.305	-9.988	-59.295	12523482	Aeroporto Aripuana	BR		
37.809	-122.274	37.8	-122.263	12523433	Oakland Convention Center Heliport	US		JCE
48.838	2.266	48.829	2.28	12523447	Heliport de Paris	FR		
-0.622	-72.408	-0.631	-72.399	12523477	Araracuara Airport	CO		ACR
-41.877	-73.832	-41.886	-73.819	12523472	Ancud Airport	CL		
37.942	41.952	37.933	41.964	12523445	Siirt Airport	TR		SXZ
-2.757	-42.834	-2.766	-42.825	12523495	Aeroporto Barreirinhas	BR		BRB
-12.925	-46.952	-12.934	-46.943	12523484	Aeroporto Arraias	BR		AAI
48.713	-122.912	48.703	-122.909	12523452	Orcas Island Airport	US	KORS	ESD
29.681	-95.408	29.672	-95.398	12523420	Marriott Astrodome Airport	US		JMA
33.889	-84.482	33.88	-84.471	12523413	Atlanta Galleria Heliport	US		
40.461	-79.939	40.46	-79.938	12523451	Civic Arena Heliport	US		
-43.616	-71.818	-43.625	-71.805	12523466	Alto Palena Airport	CL		WAP
34.059	-117.606	34.05	-117.595	12523434	Ontario International Heliport	US		JIO
-16.479	145.446	-16.488	145.456	12523454	Port Douglas Airport	AU		PTI
-45.036	-70.84	-45.046	-70.827	12523468	Alto Rio Senguerr Airport	AR		ARR
6.998	-71.288	6.989	-71.279	12523479	Arauquita Airport	CO		ARQ
31.597	-84.16	31.588	-84.149	12523410	Albany Naval Air Station	US		NAB
53.438	-129.274	53.429	-129.259	12523449	Hartley Bay Airport	CA		YTB
-23.393	-46.326	-23.403	-46.316	12523485	Aeroporto Aruja	BR		ZFU
-29.781	-55.795	-29.79	-55.785	12523463	Aeroporto Federal	BR		ALQ
57.793	-152.425	57.784	-152.408	12523405	Kodiak Fss Airport	US		
28.27	-97.301	28.261	-97.29	12523404	Tom O'conner Oilfield Airport	US		
29.725	-95.416	29.716	-95.406	12523421	Greenway Plaza Heliport	US		
40.706	-74.015	40.697	-74.003	12523432	Pier 11-Wall Street Seaplane Base	US		
39.928	-75.195	39.919	-75.183	12523436	Mustin Auxillary Landing Field Airport	US		
-20.275	148.697	-20.284	148.706	12523456	Airlie Beach Airport	AU		WSY
37.543	36.939	37.534	36.97	12523444	Kahramanmaras Airport	TR		KCM
-17.885	125.446	-17.894	125.455	12523457	Leopold Downs Airport	AU		
8.851	-76.428	8.842	-76.419	12523480	Arboletas Airport	CO		ARO
29.73	-95.458	29.721	-95.447	12523422	Transco Tower Galleria Heliport	US		
4.571	-72.982	4.562	-72.973	12523494	Barranca de Upia Airport	CO		BAC
10.453	-75.515	10.444	-75.506	12512408	Rafael Nunez Airport	CO		CTG
22.806	-80.058	22.797	-80.048	12512481	Sagua la Grande Airport	CU		
22.985	-82.138	22.976	-82.128	12512483	San Jose de Las Lajas Highway Airport	CU		
1.896	-76.063	1.887	-76.054	12512403	Pitalito Airport	CO		PTX
20.402	-76.624	20.393	-76.614	12512453	Bayamo Airport	CU		BYM
21.842	-82.785	21.833	-82.775	12512478	Nueva Gerona Airport	CU		GER
10.427	-83.785	10.418	-83.776	12512441	San Pedro Airport	CR		
4.048	18.131	4.039	18.14	12512448	Bobangui Airport	CF		
8.958	-83.475	8.949	-83.466	12512438	Palmar Sur Airport	CR	KPMZ	PMZ
-0.162	-74.771	-0.171	-74.762	12512407	Leguizamo Airport	CO		
21.319	-78.457	21.31	-78.447	12512459	El Caney Airport	CU		
10.295	-83.721	10.286	-83.712	12512442	Santa Clara de Guapiles Airport	CR		
4.382	-76.08	4.373	-76.07	12512425	Zarzal Airport	CO		
35.164	33.484	35.155	33.495	12512497	Ercan Airport	CY		ECN
4.283	-74.804	4.274	-74.795	12512415	Santiago Vila Airport	CO		GIR
14.93	-23.508	14.921	-23.498	12512491	Francisco Mendes Airport	CV		RAI
20.66	-74.927	20.65	-74.917	12512476	Orestes Acosta Airport	CU		MOA
11.508	-72.99	11.499	-72.98	12512409	Riohacha Highway Strip Airport	CO		
6.458	-71.766	6.449	-71.757	12512419	Tame Airport	CO		
4.761	-75.96	4.752	-75.951	12512412	Santa Ana Airport	CO		SQB
22.497	-79.946	22.488	-79.936	12512488	Santa Clara Airport	CU		SNU
20.79	-76.32	20.781	-76.31	12512464	Holguin Airport	CU		HOG
8.655	-83.071	8.646	-83.062	12512431	Finca 63 Airport	CR		
6.963	-71.86	6.954	-71.85	12512416	Saravena El Eden Airport	CO		RVE
9.988	-84.779	9.979	-84.77	12512428	Chacarita Airport	CR		
21.472	-78.47	21.463	-78.461	12512469	La Olivia Airport	CU		
34.596	32.982	34.587	32.993	12512496	Akrotiri Airport	CY		AKT
12.228	-71.993	12.219	-71.984	12512406	Puerto Bolivar Airport	CO		
4.175	-73.616	4.166	-73.607	12512423	Vanguardia Airport	CO		
34.915	33.399	34.906	33.41	12512499	Kornos Highway Strip Airport	CY		
9.962	-83.034	9.953	-83.024	12512435	Limon International Airport	CR		
23.035	-81.442	23.026	-81.432	12512489	Varadero Airport	CU		VRA
7.03	-73.814	7.02	-73.805	12512424	Yariguies Airport	CO		EJA
22.623	-82.937	22.614	-82.927	12512460	El Frances Airport	CU		
9.169	-83.337	9.16	-83.328	12512426	Buenos Aires Airport	CR		BAI
2.151	-74.767	2.142	-74.758	12512411	San Vicente del Caguan Airport	CO		SVI
12.586	-81.714	12.577	-81.705	12512417	Sesquicentenario Airport	CO		ADZ
9.738	-82.989	9.729	-82.98	12512439	Pandora Airport	CR		
23.011	-82.773	23.002	-82.763	12512475	Mariel Cnas Airport	CU		
8.922	-83.514	8.913	-83.505	12512437	Nuevo Palmar Sur Airport	CR		
9.449	-84.136	9.44	-84.126	12512440	Quepos Managua Airport	CR		
10.36	-85.858	10.351	-85.849	12512427	Cabo Velas Airport	CR		
22.98	-82.476	22.97	-82.466	12512487	San Pedro Highway Strip Airport	CU		
21.503	-78.208	21.494	-78.198	12512461	Florida Airport	CU		
21.423	-77.851	21.414	-77.841	12512465	Ignacio Agramonte Airport	CU		CMW
21.621	-81.547	21.612	-81.537	12512455	Cayo Largo del sur Airport	CU	KCYO	CYO
20.291	-77.091	20.282	-77.082	12512474	Manzanillo Airport	CU		
22.696	-82.044	22.687	-82.034	12512467	Juan de la Cruz Airport	CU		
20.086	-75.163	20.077	-75.153	12512462	Guantanamo Airport	CU		GAO
5.772	-73.108	5.763	-73.099	12512400	Paipa Airport	CO		
16.765	-22.979	16.71	-22.94	12512490	Amilcar Cabral International Airport	CV		SID
7.075	-70.745	7.066	-70.736	12512414	Santiago Perez Airport	CO		AUC
11.127	-74.231	11.118	-74.222	12512418	Simon Bolivar Airport	CO		SMR
7.126	-73.193	7.117	-73.184	12512401	Palonegro Airport	CO		BGA
22.26	-84.316	22.251	-84.306	12512473	Mantua Airport	CU		
19.975	-75.841	19.966	-75.832	12512450	Antonio Maceo Airport	CU		SCU
10.205	-83.475	10.196	-83.466	12512430	El Carmen Airport	CR		
20.994	-76.941	20.985	-76.931	12512470	Las Tunas Airport	CU		VTU
35.241	33.718	35.232	33.729	12512498	Gecitkale Airport	CY		GEC
16.591	-24.293	16.582	-24.284	12512493	Preguica Airport	CV		
4.43	-75.144	4.42	-75.135	12512402	Perales Airport	CO		IBE
4.407	18.509	4.385	18.532	12512446	Bangui M Poko Airport	CF		BGF
8.605	-82.974	8.596	-82.965	12512429	Coto 47 Airport	CR		OTR
22.876	-82.514	22.867	-82.504	12512482	San Antonio de Los Banos Airport	CU		
10.221	-83.801	10.212	-83.792	12512433	Guapiles Airport	CR		GPL
20.451	-75.994	20.442	-75.984	12512471	Los Mangos de Baragua Airport	CU		
